2025-09-18 13:21:29 | INFO | info:57 | 🧪 测试模式运行
2025-09-18 13:31:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:31:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:31:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:32:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:32:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:32:41 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:32:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:33:26 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:33:30 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:33:34 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:34:11 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:34:16 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:34:20 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:34:57 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:35:02 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:35:06 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:35:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:35:47 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:35:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:36:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:36:33 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:36:40 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:37:17 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:37:21 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:37:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:38:06 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:38:12 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:38:17 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:38:54 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:39:01 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:39:06 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:39:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:39:48 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:39:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:40:29 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:40:35 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:40:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:40:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:40:45 | INFO | info:57 | 📊 BTC条件满足: 振幅2.72%<3%, 4hKDJ84.3<100, 1hKDJ88.3<100
2025-09-18 13:40:45 | INFO | info:57 | 💰 DOGE价格: $0.279810 (+5.41%)
2025-09-18 13:41:17 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:41:21 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:41:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:42:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:42:08 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:42:12 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:42:48 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:42:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:42:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:43:33 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:43:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:43:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:44:20 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:44:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:44:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:45:05 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:45:09 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:45:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:45:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:45:58 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:46:02 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:46:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:46:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:46:47 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:47:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:47:30 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:47:35 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:48:12 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:48:16 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:48:20 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:48:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:49:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:49:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:49:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:49:46 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:49:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:50:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:50:31 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:50:36 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:50:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:50:42 | INFO | info:57 | 📊 BTC条件满足: 振幅2.72%<3%, 4hKDJ84.3<100, 1hKDJ88.3<100
2025-09-18 13:50:43 | INFO | info:57 | 💰 DOGE价格: $0.279460 (+5.26%)
2025-09-18 13:51:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:51:20 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:51:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:52:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:52:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:52:08 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:52:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:52:50 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:52:55 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:53:32 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:53:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:53:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:54:21 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:54:25 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:54:29 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:54:41 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:55:06 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:55:10 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:55:14 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:55:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:55:55 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:55:58 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:56:35 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:56:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:56:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:19 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:40 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:41 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:44 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:57:46 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:58:05 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:58:11 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:58:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:58:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:58:55 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:59:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:59:35 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:59:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 13:59:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:00:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:00:31 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:00:36 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:00:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:00:45 | INFO | info:57 | 📊 BTC条件满足: 振幅2.71%<3%, 4hKDJ85.3<100, 1hKDJ79.2<100
2025-09-18 14:00:46 | INFO | info:57 | 💰 DOGE价格: $0.280170 (+4.94%)
2025-09-18 14:01:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:01:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:01:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:02:02 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:02:06 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:02:10 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:02:46 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:02:50 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:02:55 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:03:31 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:03:35 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:03:40 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:04:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:04:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:04:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:05:05 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:05:09 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:05:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:05:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:05:57 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:06:01 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:06:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:06:44 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:06:47 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:07:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:07:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:07:32 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:08:09 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:08:13 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:08:17 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:08:53 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:08:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:09:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:09:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:09:41 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:09:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:10:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:10:31 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:10:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:10:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:10:45 | INFO | info:57 | 📊 BTC条件满足: 振幅2.71%<3%, 4hKDJ81.5<100, 1hKDJ78.2<100
2025-09-18 14:10:46 | INFO | info:57 | 💰 DOGE价格: $0.278590 (+4.31%)
2025-09-18 14:11:19 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:11:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:11:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:12:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:12:10 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:12:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:12:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:12:55 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:13:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:13:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:13:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:13:47 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:14:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:14:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:14:34 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:15:10 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:15:14 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:15:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:15:55 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:15:58 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:16:02 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:16:38 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:16:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:16:50 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:17:27 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:17:31 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:17:35 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:18:12 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:18:19 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:18:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:18:59 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:19:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:19:10 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:19:51 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:19:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:07 | ERROR | error:65 | API请求失败: /api/v3/klines, 错误: HTTPSConnectionPool(host='api.binance.com', port=443): Read timed out. (read timeout=10)
2025-09-18 14:20:07 | ERROR | error:65 | 获取K线数据失败: DOGEUSDT 15m, 错误: HTTPSConnectionPool(host='api.binance.com', port=443): Read timed out. (read timeout=10)
2025-09-18 14:20:10 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:13 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:13 | INFO | info:57 | 📊 BTC条件满足: 振幅2.71%<3%, 4hKDJ80.4<100, 1hKDJ78.0<100
2025-09-18 14:20:14 | INFO | info:57 | 💰 DOGE价格: $0.278210 (+4.07%)
2025-09-18 14:20:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:47 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:49 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:20:52 | INFO | info:57 | 📊 BTC条件满足: 振幅2.71%<3%, 4hKDJ80.2<100, 1hKDJ77.9<100
2025-09-18 14:20:53 | INFO | info:57 | 💰 DOGE价格: $0.278520 (+4.18%)
2025-09-18 14:21:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:21:26 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:21:28 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:22:01 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:22:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:22:06 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:22:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:22:41 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:22:44 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:23:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:23:21 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:23:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:23:57 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:24:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:24:03 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:24:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:24:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:24:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:25:17 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:25:19 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:25:22 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:25:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:25:59 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:26:02 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:26:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:26:40 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:26:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:27:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:27:21 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:27:23 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:27:58 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:28:01 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:28:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:28:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:28:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:28:47 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:29:22 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:29:26 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:29:29 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:08 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:12 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:17 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:17 | INFO | info:57 | 📊 BTC条件满足: 振幅2.71%<3%, 4hKDJ75.4<100, 1hKDJ76.8<100
2025-09-18 14:30:17 | INFO | info:57 | 💰 DOGE价格: $0.277010 (+3.45%)
2025-09-18 14:30:49 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:52 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:30:56 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:31:31 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:31:34 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:31:37 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:32:12 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:32:15 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:32:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:32:54 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:32:57 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:33:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:33:36 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:33:39 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:33:43 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:34:18 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:34:21 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:34:24 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:35:00 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:35:04 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:35:07 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:35:42 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:35:45 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:35:50 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:36:25 | INFO | info:57 | ✅ BTC监控条件全部满足
2025-09-18 14:36:28 | INFO | info:57 | ✅ BTC监控条件全部满足
